screen,control,expected_behavior,actual_result,status,severity,exact_fix_location,evidence_source,app,role,locale,layout,viewport,control_type
onboarding,Onboarding,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,Attendance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,Leave,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,Shifts,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,Payroll,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,Analytics,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,Compliance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,Alerts & Delivery,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,Activity,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,Settings,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,Refresh,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,"Search name, role, department…",Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,input
onboarding,Needs attention3,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,In progress3,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,Not started81,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,Completed0,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,All84,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,"OverdueIn progressTalal FadhliSocial Media ManagerStart: Sat, Aug 1Progress: 0/4Next: Employee · Signed employment contract",Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,Remind,"Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,More onboarding actions,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,"OverdueIn progressW5C-SYNTH|Aziz Mobile QAMobile QA Tester · Internal QAStart: Wed, Jul 22Progress: 0/4Next: Employee · Civil ID (front and back)",Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,Review,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,More onboarding actions,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,"OverdueIn progressmohammad alqattanMarketing SpecialistStart: Sat, Aug 1Progress: 2/4Next: Employee · Signed employment contract",Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,Remind,"Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
onboarding,More onboarding actions,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Overview,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Wathefni Assistant,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Jobs,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Candidates,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Interviews,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Calendar,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Assessments,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Ranking,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Reports,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Employees,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Organization,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Needs Attention,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Onboarding,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Attendance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Leave,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Shifts,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Payroll,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Analytics,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Compliance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Alerts & Delivery,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Activity,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Settings,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Refresh,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Today,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Last 7 days,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,This month,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,2026-08-06,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,input
attendance,2026-08-06,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,input
attendance,Refresh,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Needs action0,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Corrections0,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Disputes0,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,Locked / excluded0,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
attendance,"OperationsImports, devices, connectors, and diagnostics — outside the daily HR workspace.Show Operations","Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Overview,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Wathefni Assistant,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Jobs,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Candidates,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Interviews,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Calendar,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Assessments,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Ranking,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Reports,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Employees,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Organization,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Needs Attention,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Onboarding,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Attendance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Leave,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Shifts,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Payroll,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Analytics,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Compliance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Alerts & Delivery,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Activity,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Settings,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Schedule(2),Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,tab
shifts,Requests,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,tab
shifts,Planning,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,tab
shifts,Refresh,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Schedule a shift,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Day,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Week,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,prev,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Today,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,next,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,Employee,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,input
shifts,All teams,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,combobox
shifts,Filters,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,10:00–18:00QA TesterWATHEFNI HQ — QA Desk,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
shifts,09:00–13:00QA TesterRemote — QA,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Overview,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Wathefni Assistant,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Jobs,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Candidates,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Interviews,"Safe interaction changes route, panel, form value, or sends a successful request.",Visible/navigation state changed. Request completed successfully.,pass,,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Calendar,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Assessments,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Ranking,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Reports,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Employees,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Organization,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Needs Attention,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Onboarding,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Attendance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Leave,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Shifts,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Payroll,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Analytics,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Compliance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Alerts & Delivery,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Activity,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Settings,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,"Vendor package, upload, reconcile","Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,tab
payroll,Review attendance hours — not the vendor package,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,tab
payroll,Records,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,tab
payroll,Show authority details,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Refresh,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Run checklist,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Packages & results,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Exceptions2,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Audit,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,CSV guide,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,button
payroll,Please enter a short reason (required for audit),Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,input
payroll,Pay period,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,combobox
payroll,start,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,owner,en,LTR,desktop,input
